"FPUser","LogInfo","DateTime"
"MESA\scalvert","Viewing Data - FAPID: 9150","2025-02-18 14:59:51.763000000"
"MESA\scalvert","Updating Data for - FAPID: 9150","2025-02-18 15:00:27.793000000"
"MESA\scalvert","Viewing Data - FAPID: 11024","2025-02-18 15:00:50.840000000"
"MESA\scalvert","Updating Data for - FAPID: 11024","2025-02-18 15:01:17.263000000"
"MESA\scalvert","Viewing Data - FAPID: 10947","2025-02-18 15:01:27.637000000"
"MESA\scalvert","Updating Data for - FAPID: 10947","2025-02-18 15:02:17.417000000"
"MESA\scalvert","Viewing Data - FAPID: 9353","2025-02-18 15:02:38.840000000"
"MESA\scalvert","Updating Data for - FAPID: 9353","2025-02-18 15:03:25.920000000"
"MESA\scalvert","Viewing Data - FAPID: 8169","2025-02-18 15:03:42.013000000"
"MESA\scalvert","Updating Data for - FAPID: 8169","2025-02-18 15:17:19.257000000"
"MESA\scalvert","Viewing Data - FAPID: 8169","2025-02-18 15:27:38.720000000"
"MESA\hart","Inserting New Data - FAPID: 14805","2025-02-18 15:28:34.317000000"
"MESA\hart","Uploading Document - FAPID: 14805 - A. Vargas CHC.","2025-02-18 15:28:55.050000000"
"MESA\hart","Uploading Document - FAPID: 14805 - A. Vargas Clea","2025-02-18 15:28:55.050000000"
"MESA\scalvert","Updating Data for - FAPID: 8169","2025-02-18 15:29:34.143000000"
"MESA\scalvert","Viewing Data - FAPID: 1172","2025-02-18 15:29:45.050000000"
"MESA\hart","Inserting New Data - FAPID: 14806","2025-02-18 15:29:59.567000000"
"MESA\scalvert","Updating Data for - FAPID: 1172","2025-02-18 15:30:22.693000000"
"MESA\hart","Uploading Document - FAPID: 14806 - O. Salazar CHC","2025-02-18 15:30:24.177000000"
"MESA\hart","Uploading Document - FAPID: 14806 - O. Salazar Cle","2025-02-18 15:30:24.177000000"
"MESA\hart","Viewing Data - FAPID: 14806","2025-02-18 15:30:32.567000000"
"MESA\scalvert","Viewing Data - FAPID: 9250","2025-02-18 15:30:32.597000000"
"MESA\scalvert","Updating Data for - FAPID: 9250","2025-02-18 15:31:06.553000000"
"MESA\scalvert","Viewing Data - FAPID: 1194","2025-02-18 15:31:18.270000000"
"MESA\scalvert","Updating Data for - FAPID: 1194","2025-02-18 15:32:12.820000000"
"MESA\scalvert","Viewing Data - FAPID: 11209","2025-02-18 15:32:47.040000000"
"MESA\scalvert","Updating Data for - FAPID: 11209","2025-02-18 15:34:18.713000000"
"MESA\scalvert","Viewing Data - FAPID: 6939","2025-02-18 15:34:35.043000000"
"MESA\scalvert","Updating Data for - FAPID: 6939","2025-02-18 15:35:29.230000000"
"MESA\scalvert","Viewing Data - FAPID: 11486","2025-02-18 15:36:09.857000000"
"MESA\scalvert","Updating Data for - FAPID: 11486","2025-02-18 15:37:33.263000000"
"MESA\scalvert","Viewing Data - FAPID: 10117","2025-02-18 15:37:49.107000000"
"MESA\scalvert","Updating Data for - FAPID: 10117","2025-02-18 15:38:25.687000000"
"MESA\scalvert","Viewing Data - FAPID: 1271","2025-02-18 15:38:58.987000000"
"MESA\scalvert","Updating Data for - FAPID: 1271","2025-02-18 15:39:44.423000000"
"MESA\scalvert","Viewing Data - FAPID: 10554","2025-02-18 15:40:13.190000000"
"MESA\scalvert","Updating Data for - FAPID: 10554","2025-02-18 15:40:56.047000000"
"MESA\scalvert","Viewing Data - FAPID: 11550","2025-02-18 15:41:07.893000000"
"MESA\scalvert","Updating Data for - FAPID: 11550","2025-02-18 15:59:45.183000000"
"MESA\scalvert","Viewing Data - FAPID: 10769","2025-02-14 14:38:20.210000000"
"MESA\scalvert","Updating Data for - FAPID: 10769","2025-02-14 14:38:59.697000000"
"MESA\scalvert","Viewing Data - FAPID: 1014","2025-02-14 14:39:11.367000000"
"MESA\scalvert","Updating Data for - FAPID: 1014","2025-02-14 14:39:51.337000000"
"MESA\scalvert","Viewing Data - FAPID: 1018","2025-02-14 14:39:58.287000000"
"MESA\scalvert","Updating Data for - FAPID: 1018","2025-02-14 14:40:35.740000000"
"MESA\scalvert","Viewing Data - FAPID: 10927","2025-02-14 14:40:46.460000000"
"MESA\scalvert","Viewing Data - FAPID: 10927","2025-02-14 14:41:22.820000000"
"MESA\scalvert","Updating Data for - FAPID: 10927","2025-02-14 14:41:38.820000000"
"MESA\scalvert","Viewing Data - FAPID: 8970","2025-02-14 14:51:32.080000000"
"MESA\scalvert","Updating Data for - FAPID: 8970","2025-02-14 14:55:15.007000000"
"MESA\scalvert","Viewing Data - FAPID: 9150","2025-02-14 14:55:30.430000000"
"MESA\scalvert","Updating Data for - FAPID: 9150","2025-02-14 14:56:39.633000000"
"MESA\scalvert","Viewing Data - FAPID: 11024","2025-02-14 14:59:28.120000000"
"MESA\scalvert","Updating Data for - FAPID: 11024","2025-02-14 15:01:39.763000000"
"MESA\scalvert","Viewing Data - FAPID: 10947","2025-02-14 15:01:51.030000000"
"MESA\scalvert","Updating Data for - FAPID: 10947","2025-02-14 15:03:00.030000000"
"MESA\scalvert","Viewing Data - FAPID: 9353","2025-02-14 15:03:11.860000000"
"MESA\scalvert","Updating Data for - FAPID: 9353","2025-02-14 15:03:48.157000000"
"MESA\scalvert","Viewing Data - FAPID: 8169","2025-02-14 15:03:57.923000000"
"MESA\scalvert","Updating Data for - FAPID: 8169","2025-02-14 15:05:00.113000000"
"MESA\scalvert","Viewing Data - FAPID: 1172","2025-02-14 15:05:13.037000000"
"MESA\scalvert","Updating Data for - FAPID: 1172","2025-02-14 15:06:11.443000000"
"MESA\scalvert","Viewing Data - FAPID: 9250","2025-02-14 15:06:28.553000000"
"MESA\scalvert","Updating Data for - FAPID: 9250","2025-02-14 15:08:01.320000000"
"MESA\scalvert","Viewing Data - FAPID: 1197","2025-02-14 15:08:06.383000000"
"MESA\scalvert","Viewing Data - FAPID: 1197","2025-02-14 15:08:50.337000000"
"MESA\scalvert","Updating Data for - FAPID: 1197","2025-02-14 15:19:34.300000000"
"MESA\scalvert","Viewing Data - FAPID: 14771","2025-02-14 15:19:56.347000000"
"MESA\scalvert","Viewing Data - FAPID: 14772","2025-02-14 15:35:17.703000000"
"MESA\scalvert","Updating Data for - FAPID: 14772","2025-02-14 15:36:04.237000000"
"MESA\scalvert","Viewing Data - FAPID: 14773","2025-02-14 15:37:38.267000000"
"MESA\scalvert","Updating Data for - FAPID: 14773","2025-02-14 15:38:43.893000000"
"MESA\scalvert","Viewing Data - FAPID: 14774","2025-02-14 15:38:54.610000000"
"MESA\scalvert","Updating Data for - FAPID: 14774","2025-02-14 15:39:49.923000000"
"MESA\scalvert","Viewing Data - FAPID: 14775","2025-02-14 15:39:57.860000000"
"MESA\scalvert","Updating Data for - FAPID: 14775","2025-02-14 15:41:05.300000000"
"MESA\scalvert","Viewing Data - FAPID: 14776","2025-02-14 15:41:15.363000000"
"MESA\scalvert","Updating Data for - FAPID: 14776","2025-02-14 15:42:35.473000000"
"MESA\scalvert","Viewing Data - FAPID: 14777","2025-02-14 15:42:59.117000000"
"MESA\scalvert","Updating Data for - FAPID: 14777","2025-02-14 15:43:43.647000000"
"MESA\scalvert","Viewing Data - FAPID: 14778","2025-02-14 15:44:04.287000000"
"MESA\scalvert","Updating Data for - FAPID: 14778","2025-02-14 15:44:49.117000000"
"MESA\scalvert","Viewing Data - FAPID: 14779","2025-02-14 15:45:17.787000000"
"MESA\scalvert","Updating Data for - FAPID: 14779","2025-02-14 15:45:58.460000000"
"MESA\scalvert","Viewing Data - FAPID: 11067","2025-02-14 15:49:00.930000000"
"MESA\scalvert","Updating Data for - FAPID: 11067","2025-02-14 15:50:11.243000000"
"MESA\scalvert","Viewing Data - FAPID: 1004","2025-02-14 15:50:27.587000000"
"MESA\scalvert","Updating Data for - FAPID: 1004","2025-02-14 15:54:28.187000000"
"MESA\scalvert","Viewing Data - FAPID: 10960","2025-02-14 15:54:43.483000000"
"MESA\scalvert","Viewing Data - FAPID: 1001","2025-02-14 15:55:09.703000000"
"MESA\scalvert","Viewing Data - FAPID: 9450","2025-02-14 15:55:33.423000000"
"MESA\scalvert","Viewing Data - FAPID: 8664","2025-02-14 15:55:50.017000000"
"MESA\scalvert","Viewing Data - FAPID: 8767","2025-02-14 15:56:24.470000000"
"MESA\scalvert","Updating Data for - FAPID: 8767","2025-02-14 15:59:25.723000000"
"MESA\scalvert","Viewing Data - FAPID: 1005","2025-02-14 15:59:35.927000000"
"MESA\scalvert","Viewing Data - FAPID: 8968","2025-02-14 15:59:48.257000000"
"MESA\scalvert","Viewing Data - FAPID: 8909","2025-02-14 16:00:01.553000000"
"MESA\scalvert","Viewing Data - FAPID: 1006","2025-02-14 16:01:40.740000000"
"MESA\scalvert","Viewing Data - FAPID: 7863","2025-02-14 16:03:30.213000000"
"MESA\scalvert","Updating Data for - FAPID: 7863","2025-02-14 16:04:12.337000000"
"MESA\scalvert","Viewing Data - FAPID: 9730","2025-02-14 16:04:21.387000000"
"MESA\scalvert","Viewing Data - FAPID: 1353","2025-02-18 16:00:12.153000000"
"MESA\scalvert","Updating Data for - FAPID: 1353","2025-02-18 16:01:42.560000000"
"MESA\scalvert","Viewing Data - FAPID: 10379","2025-02-18 16:01:55.263000000"
"MESA\scalvert","Updating Data for - FAPID: 10379","2025-02-18 16:10:03.423000000"
"MESA\scalvert","Viewing Data - FAPID: 9848","2025-02-18 16:10:22.347000000"
"MESA\scalvert","Updating Data for - FAPID: 9848","2025-02-18 16:11:36.817000000"
"MESA\scalvert","Viewing Data - FAPID: 7402","2025-02-18 16:11:46.897000000"
"MESA\scalvert","Updating Data for - FAPID: 7402","2025-02-18 16:12:38.007000000"
"MESA\bchandle","Viewing Data - FAPID: 14146","2025-02-19 06:44:53.267000000"
"MESA\bchandle","Viewing Data - FAPID: 13572","2025-02-19 06:47:56.100000000"
"MESA\kbeckel","Viewing Data - FAPID: 14139","2025-02-20 09:11:22.957000000"
"MESA\hart","Viewing Data - FAPID: 9683","2025-02-24 08:22:23.197000000"
"MESA\hart","Viewing Data - FAPID: 9045","2025-02-24 08:23:13.103000000"
"MESA\hart","Viewing Data - FAPID: 13158","2025-02-24 08:24:44.027000000"
"MESA\hart","Updating Data for - FAPID: 13158","2025-02-24 08:24:56.823000000"
"MESA\hart","Viewing Data - FAPID: 12882","2025-02-24 08:26:21.527000000"
"MESA\hart","Updating Data for - FAPID: 12882","2025-02-24 08:26:37.823000000"
"MESA\hart","Viewing Data - FAPID: 11493","2025-02-24 08:35:44.913000000"
"MESA\scalvert","Viewing Data - FAPID: 2113","2025-02-24 09:41:06.967000000"
"MESA\scalvert","Updating Data for - FAPID: 2113","2025-02-24 09:43:07.313000000"
"MESA\scalvert","Viewing Data - FAPID: 9828","2025-02-24 09:46:26.710000000"
"MESA\scalvert","Updating Data for - FAPID: 9828","2025-02-24 09:47:22.117000000"
"MESA\scalvert","Viewing Data - FAPID: 2113","2025-02-24 09:47:46.960000000"
"MESA\scalvert","Updating Data for - FAPID: 2113","2025-02-24 09:48:08.133000000"
"MESA\scalvert","Viewing Data - FAPID: 10991","2025-02-24 09:48:32.497000000"
"MESA\scalvert","Updating Data for - FAPID: 10991","2025-02-24 09:49:21.650000000"
"MESA\scalvert","Viewing Data - FAPID: 10616","2025-02-24 09:49:29.197000000"
"MESA\scalvert","Updating Data for - FAPID: 10616","2025-02-24 09:50:26.073000000"
"MESA\scalvert","Viewing Data - FAPID: 8109","2025-02-24 09:50:40.997000000"
"MESA\scalvert","Updating Data for - FAPID: 8109","2025-02-24 09:51:28.357000000"
"MESA\scalvert","Viewing Data - FAPID: 10294","2025-02-24 09:51:38.027000000"
"MESA\scalvert","Updating Data for - FAPID: 10294","2025-02-24 10:05:53.963000000"
"MESA\scalvert","Viewing Data - FAPID: 10694","2025-02-24 14:16:46.390000000"
"MESA\scalvert","Updating Data for - FAPID: 10694","2025-02-24 14:18:30.687000000"
"MESA\scalvert","Viewing Data - FAPID: 6721","2025-02-24 14:18:51.610000000"
"MESA\scalvert","Updating Data for - FAPID: 6721","2025-02-24 14:21:12.833000000"
"MESA\scalvert","Viewing Data - FAPID: 6721","2025-02-24 14:21:19.990000000"
"MESA\scalvert","Updating Data for - FAPID: 6721","2025-02-24 14:21:47.160000000"
"MESA\scalvert","Viewing Data - FAPID: 3465","2025-02-24 14:21:56.100000000"
"MESA\scalvert","Updating Data for - FAPID: 3465","2025-02-24 14:23:01.100000000"
"MESA\hart","Viewing Data - FAPID: 14806","2025-02-19 08:54:54.667000000"
"MESA\hart","Inserting New Data - FAPID: 14807","2025-02-19 09:03:44.053000000"
"MESA\hart","Uploading Document - FAPID: 14807 - M. Barnhurst C","2025-02-19 09:04:00.913000000"
"MESA\hart","Uploading Document - FAPID: 14807 - M. Barnhurst C","2025-02-19 09:04:00.927000000"
"MESA\hart","Inserting New Data - FAPID: 14808","2025-02-19 09:09:17.900000000"
"MESA\hart","Uploading Document - FAPID: 14808 - K. Wilhelm CHC","2025-02-19 09:09:41.357000000"
"MESA\hart","Uploading Document - FAPID: 14808 - K. Wilhelm Cle","2025-02-19 09:09:41.357000000"
"MESA\hart","Viewing Data - FAPID: 14807","2025-02-19 09:09:48.543000000"
"MESA\hart","Inserting New Data - FAPID: 14809","2025-02-19 09:11:39"
"MESA\hart","Uploading Document - FAPID: 14809 - L. Belnap CHC.","2025-02-19 09:11:57.953000000"
"MESA\hart","Uploading Document - FAPID: 14809 - L. Belnap Clea","2025-02-19 09:11:57.953000000"
"MESA\hart","Inserting New Data - FAPID: 14810","2025-02-19 09:14:09.037000000"
"MESA\hart","Uploading Document - FAPID: 14810 - H. Martinez CH","2025-02-19 09:14:21.160000000"
"MESA\hart","Uploading Document - FAPID: 14810 - H. Martinez Cl","2025-02-19 09:14:21.160000000"
"MESA\hart","Inserting New Data - FAPID: 14811","2025-02-19 09:16:05.380000000"
"MESA\hart","Uploading Document - FAPID: 14811 - K. Thomas CHC.","2025-02-19 09:16:32.520000000"
"MESA\hart","Uploading Document - FAPID: 14811 - K. Thomas Clea","2025-02-19 09:16:32.537000000"
"MESA\hart","Inserting New Data - FAPID: 14812","2025-02-19 09:17:45.650000000"
"MESA\hart","Uploading Document - FAPID: 14812 - S. Rollins CHC","2025-02-19 09:18:20.557000000"
"MESA\hart","Uploading Document - FAPID: 14812 - S. Rollins Cle","2025-02-19 09:18:20.557000000"
"MESA\hart","Inserting New Data - FAPID: 14813","2025-02-19 09:19:06.727000000"
"MESA\hart","Uploading Document - FAPID: 14813 - A. Talbert CHC","2025-02-19 09:19:16.323000000"
"MESA\hart","Uploading Document - FAPID: 14813 - A. Talbert Cle","2025-02-19 09:19:16.337000000"
"MESA\hart","Inserting New Data - FAPID: 14814","2025-02-19 09:20:02.947000000"
"MESA\hart","Uploading Document - FAPID: 14814 - J. Temple CHC.","2025-02-19 09:20:14.540000000"
"MESA\hart","Uploading Document - FAPID: 14814 - J. Temple Clea","2025-02-19 09:20:14.540000000"
"MESA\hart","Inserting New Data - FAPID: 14815","2025-02-19 09:21:31.290000000"
"MESA\hart","Uploading Document - FAPID: 14815 - J. Miller CHC.","2025-02-19 09:21:40.917000000"
"MESA\hart","Uploading Document - FAPID: 14815 - J. Miller Clea","2025-02-19 09:21:40.917000000"
"MESA\hart","Inserting New Data - FAPID: 14816","2025-02-19 09:22:32.153000000"
"MESA\hart","Uploading Document - FAPID: 14816 - Z. Milford CHC","2025-02-19 09:22:44.607000000"
"MESA\hart","Uploading Document - FAPID: 14816 - Z. Milford Cle","2025-02-19 09:22:44.607000000"
"MESA\hart","Inserting New Data - FAPID: 14817","2025-02-19 09:24:07.733000000"
"MESA\hart","Uploading Document - FAPID: 14817 - R. Romero CHC.","2025-02-19 09:24:30.360000000"
"MESA\hart","Uploading Document - FAPID: 14817 - R. Romero Repo","2025-02-19 09:24:30.373000000"
"MESA\hart","Inserting New Data - FAPID: 14818","2025-02-19 09:26:08.390000000"
"MESA\hart","Uploading Document - FAPID: 14818 - A. Carillo-Rod","2025-02-19 09:26:17.030000000"
"MESA\hart","Uploading Document - FAPID: 14818 - A. Carillo-Rod","2025-02-19 09:26:17.030000000"
"MESA\hart","Inserting New Data - FAPID: 14819","2025-02-19 09:27:36.407000000"
"MESA\hart","Uploading Document - FAPID: 14819 - L. Campbell CH","2025-02-19 09:27:58.093000000"
"MESA\hart","Uploading Document - FAPID: 14819 - L. Campbell Cl","2025-02-19 09:27:58.110000000"
"MESA\hart","Viewing Data - FAPID: 14817","2025-02-19 09:28:05.767000000"
"MESA\hart","Viewing Data - FAPID: 14818","2025-02-19 09:28:51.097000000"
"MESA\hart","Updating Data for - FAPID: 14818","2025-02-19 09:29:27.503000000"
"MESA\scalvert","Viewing Data - FAPID: 10438","2025-02-19 09:33:01.863000000"
"MESA\scalvert","Updating Data for - FAPID: 10438","2025-02-19 09:34:52.113000000"
"MESA\hart","Inserting New Data - FAPID: 14820","2025-02-19 09:34:59.583000000"
"MESA\hart","Uploading Document - FAPID: 14820 - H. Taylor CHC.","2025-02-19 09:35:07.363000000"
"MESA\hart","Uploading Document - FAPID: 14820 - H. Taylor Clea","2025-02-19 09:35:07.363000000"
"MESA\hart","Inserting New Data - FAPID: 14821","2025-02-19 09:36:27.350000000"
"MESA\hart","Uploading Document - FAPID: 14821 - K. Uriass Scha","2025-02-19 09:36:40.070000000"
"MESA\hart","Uploading Document - FAPID: 14821 - K. Uriasschaff","2025-02-19 09:36:40.070000000"
"MESA\hart","Viewing Data - FAPID: 11406","2025-02-19 09:37:47.787000000"
"MESA\hart","Uploading Document - FAPID: 11406 - M. Fulgenzi CH","2025-02-19 09:38:03.180000000"
"MESA\hart","Uploading Document - FAPID: 11406 - M. Fulgenzi Cl","2025-02-19 09:38:03.180000000"
"MESA\hart","Viewing Data - FAPID: 11406","2025-02-19 09:38:35.447000000"
"MESA\hart","Viewing Data - FAPID: 11406","2025-02-19 09:39:18.323000000"
"MESA\hart","Updating Data for - FAPID: 11406","2025-02-19 09:40:02.650000000"
"MESA\hart","Viewing Data - FAPID: 11406","2025-02-19 09:40:11.620000000"
"MESA\hart","Updating Data for - FAPID: 11406","2025-02-19 09:40:27.027000000"
"MESA\hart","Viewing Data - FAPID: 11406","2025-02-19 09:40:31.387000000"
"MESA\hart","Inserting New Data - FAPID: 14822","2025-02-19 09:41:38.200000000"
"MESA\scalvert","Viewing Data - FAPID: 10891","2025-02-19 09:41:41.387000000"
"MESA\hart","Uploading Document - FAPID: 14822 - A. Perales CHC","2025-02-19 09:41:51.280000000"
"MESA\hart","Uploading Document - FAPID: 14822 - A. Perales Cle","2025-02-19 09:41:51.280000000"
"MESA\hart","Viewing Data - FAPID: 14822","2025-02-19 09:41:58.013000000"
"MESA\hart","Viewing Data - FAPID: 14822","2025-02-19 09:42:55.827000000"
"MESA\hart","Updating Data for - FAPID: 14822","2025-02-19 09:43:01.643000000"
"MESA\hart","Viewing Data - FAPID: 14822","2025-02-19 09:43:05.767000000"
"MESA\hart","Inserting New Data - FAPID: 14823","2025-02-19 09:43:53.953000000"
"MESA\scalvert","Updating Data for - FAPID: 10891","2025-02-19 09:44:05.737000000"
"MESA\hart","Uploading Document - FAPID: 14823 - K. Roy CHC.pdf","2025-02-19 09:44:09.830000000"
"MESA\hart","Uploading Document - FAPID: 14823 - K. Roy FBI Inf","2025-02-19 09:44:09.830000000"
"MESA\scalvert","Viewing Data - FAPID: 11269","2025-02-19 09:44:14.940000000"
"MESA\scalvert","Updating Data for - FAPID: 11269","2025-02-19 09:45:11.487000000"
"MESA\scalvert","Viewing Data - FAPID: 7182","2025-02-19 09:45:24.067000000"
"MESA\hart","Inserting New Data - FAPID: 14824","2025-02-19 09:45:25.067000000"
"MESA\hart","Uploading Document - FAPID: 14824 - S. Strauss CHC","2025-02-19 09:45:45.127000000"
"MESA\hart","Uploading Document - FAPID: 14824 - S. Strauss Cle","2025-02-19 09:45:45.143000000"
"MESA\scalvert","Updating Data for - FAPID: 7182","2025-02-19 09:46:19.127000000"
"MESA\hart","Inserting New Data - FAPID: 14825","2025-02-19 09:46:45.533000000"
"MESA\hart","Uploading Document - FAPID: 14825 - R. Smith CHC.p","2025-02-19 09:46:57.550000000"
"MESA\hart","Uploading Document - FAPID: 14825 - R. Smith Clear","2025-02-19 09:46:57.567000000"
"MESA\hart","Inserting New Data - FAPID: 14826","2025-02-19 09:47:52.990000000"
"MESA\hart","Uploading Document - FAPID: 14826 - R. Stogsdill C","2025-02-19 09:48:01.630000000"
"MESA\hart","Uploading Document - FAPID: 14826 - R. Stogsdill C","2025-02-19 09:48:01.630000000"
"MESA\hart","Inserting New Data - FAPID: 14827","2025-02-19 09:49:16.240000000"
"MESA\hart","Uploading Document - FAPID: 14827 - P. Elliott CHC","2025-02-19 09:49:26.193000000"
"MESA\hart","Uploading Document - FAPID: 14827 - P. Elliott Cle","2025-02-19 09:49:26.193000000"
"MESA\hart","Inserting New Data - FAPID: 14828","2025-02-19 09:50:12.617000000"
"MESA\hart","Uploading Document - FAPID: 14828 - C. Dewitt CHC.","2025-02-19 09:50:25.163000000"
"MESA\hart","Uploading Document - FAPID: 14828 - C. Dewitt Clea","2025-02-19 09:50:25.163000000"
"MESA\hart","Inserting New Data - FAPID: 14829","2025-02-19 09:51:31.857000000"
"MESA\hart","Uploading Document - FAPID: 14829 - J. Richardson ","2025-02-19 09:51:42.887000000"
"MESA\hart","Uploading Document - FAPID: 14829 - J. Richardson ","2025-02-19 09:51:42.887000000"
"MESA\scalvert","Viewing Data - FAPID: 11075","2025-02-19 09:51:44.230000000"
"MESA\scalvert","Updating Data for - FAPID: 11075","2025-02-19 09:52:45.887000000"
"MESA\hart","Inserting New Data - FAPID: 14830","2025-02-19 09:53:18.310000000"
"MESA\hart","Uploading Document - FAPID: 14830 - N. Ammon CHC.p","2025-02-19 09:53:27.093000000"
"MESA\hart","Uploading Document - FAPID: 14830 - N. Ammon Clear","2025-02-19 09:53:27.093000000"
"MESA\scalvert","Viewing Data - FAPID: 11198","2025-02-19 09:53:54.407000000"
"MESA\hart","Viewing Data - FAPID: 10427","2025-02-19 09:54:31.297000000"
"MESA\scalvert","Updating Data for - FAPID: 11198","2025-02-19 09:54:44.033000000"
"MESA\hart","Uploading Document - FAPID: 10427 - R. Porter CHC.","2025-02-19 09:54:48.283000000"
"MESA\hart","Uploading Document - FAPID: 10427 - R. Porter Clea","2025-02-19 09:54:48.283000000"
"MESA\scalvert","Viewing Data - FAPID: 8035","2025-02-19 09:54:54.390000000"
"MESA\hart","Viewing Data - FAPID: 10427","2025-02-19 09:54:54.563000000"
"MESA\hart","Updating Data for - FAPID: 10427","2025-02-19 09:55:39.157000000"
"MESA\hart","Viewing Data - FAPID: 10427","2025-02-19 09:55:45.377000000"
"MESA\hart","Updating Data for - FAPID: 10427","2025-02-19 09:55:58.657000000"
"MESA\scalvert","Updating Data for - FAPID: 8035","2025-02-19 09:56:01.457000000"
"MESA\hart","Viewing Data - FAPID: 10427","2025-02-19 09:56:02.470000000"
"MESA\scalvert","Viewing Data - FAPID: 10593","2025-02-19 09:56:14.110000000"
"MESA\hart","Inserting New Data - FAPID: 14831","2025-02-19 09:57:19.317000000"
"MESA\hart","Uploading Document - FAPID: 14831 - K. Stegelmeier","2025-02-19 09:57:27.347000000"
"MESA\hart","Uploading Document - FAPID: 14831 - K. Stegelmeier","2025-02-19 09:57:27.363000000"
"MESA\scalvert","Updating Data for - FAPID: 10593","2025-02-19 09:57:50.880000000"
"MESA\scalvert","Viewing Data - FAPID: 10516","2025-02-19 09:58:00.537000000"
"MESA\hart","Inserting New Data - FAPID: 14832","2025-02-19 09:58:36.303000000"
"MESA\hart","Uploading Document - FAPID: 14832 - B. Wilkes CHC.","2025-02-19 09:58:46.570000000"
"MESA\hart","Uploading Document - FAPID: 14832 - B. Wilkes Clea","2025-02-19 09:58:46.587000000"
"MESA\scalvert","Updating Data for - FAPID: 10516","2025-02-19 09:59:02.837000000"
"MESA\scalvert","Viewing Data - FAPID: 11174","2025-02-19 09:59:12.100000000"
"MESA\hart","Inserting New Data - FAPID: 14833","2025-02-19 09:59:38.087000000"
"MESA\hart","Uploading Document - FAPID: 14833 - C. Chatfield C","2025-02-19 09:59:45.820000000"
"MESA\hart","Uploading Document - FAPID: 14833 - C. Chatfield C","2025-02-19 09:59:45.820000000"
"MESA\hart","Viewing Data - FAPID: 14833","2025-02-19 09:59:50.633000000"
"MESA\scalvert","Updating Data for - FAPID: 11174","2025-02-19 10:00:09.697000000"
"MESA\scalvert","Viewing Data - FAPID: 1830","2025-02-19 10:00:39.213000000"
"MESA\hart","Inserting New Data - FAPID: 14834","2025-02-19 10:01:32.307000000"
"MESA\hart","Uploading Document - FAPID: 14834 - E. Lambert CHC","2025-02-19 10:01:40.370000000"
"MESA\hart","Uploading Document - FAPID: 14834 - E. Lambert Cle","2025-02-19 10:01:40.370000000"
"MESA\hart","Viewing Data - FAPID: 11796","2025-02-19 10:02:00.400000000"
"MESA\scalvert","Updating Data for - FAPID: 1830","2025-02-19 10:02:06.547000000"
"MESA\scalvert","Viewing Data - FAPID: 1823","2025-02-19 10:02:15.247000000"
"MESA\scalvert","Updating Data for - FAPID: 1823","2025-02-19 10:03:29.310000000"
"MESA\scalvert","Viewing Data - FAPID: 10124","2025-02-19 10:03:43.797000000"
"MESA\scalvert","Updating Data for - FAPID: 10124","2025-02-19 10:06:01.160000000"
"MESA\scalvert","Viewing Data - FAPID: 1844","2025-02-19 10:07:03.533000000"
"MESA\scalvert","Updating Data for - FAPID: 1844","2025-02-19 10:07:47.957000000"
"MESA\scalvert","Viewing Data - FAPID: 1857","2025-02-19 10:07:59.643000000"
"MESA\scalvert","Updating Data for - FAPID: 1857","2025-02-19 10:09:08.800000000"
"MESA\scalvert","Viewing Data - FAPID: 10980","2025-02-19 10:10:06.773000000"
"MESA\scalvert","Updating Data for - FAPID: 10980","2025-02-19 10:10:55.307000000"
"MESA\scalvert","Viewing Data - FAPID: 8091","2025-02-19 10:11:39.620000000"
"MESA\scalvert","Updating Data for - FAPID: 8091","2025-02-19 10:12:42.810000000"
"MESA\scalvert","Viewing Data - FAPID: 9000","2025-02-19 10:12:53.480000000"
"MESA\scalvert","Updating Data for - FAPID: 9000","2025-02-19 10:13:50.763000000"
"MESA\scalvert","Viewing Data - FAPID: 11227","2025-02-19 10:14:01.230000000"
"MESA\scalvert","Updating Data for - FAPID: 11227","2025-02-19 10:14:53.840000000"
"MESA\scalvert","Viewing Data - FAPID: 8966","2025-02-19 10:15:08.793000000"
"MESA\scalvert","Updating Data for - FAPID: 8966","2025-02-19 10:15:53.827000000"
"MESA\scalvert","Viewing Data - FAPID: 8158","2025-02-19 10:16:08.437000000"
"MESA\hart","Uploading Document - FAPID: 11796 - C. Walters CHC","2025-02-19 10:17:21.263000000"
"MESA\scalvert","Updating Data for - FAPID: 8158","2025-02-19 10:17:23.310000000"
"MESA\hart","Viewing Data - FAPID: 11796","2025-02-19 10:17:30.997000000"
"MESA\scalvert","Viewing Data - FAPID: 10602","2025-02-19 10:17:35.670000000"
"MESA\scalvert","Updating Data for - FAPID: 10602","2025-02-19 10:18:23.093000000"
"MESA\hart","Updating Data for - FAPID: 11796","2025-02-19 10:18:25.373000000"
"MESA\scalvert","Viewing Data - FAPID: 1938","2025-02-19 10:18:32.093000000"
"MESA\hart","Viewing Data - FAPID: 11796","2025-02-19 10:18:35.107000000"
"MESA\hart","Viewing Data - FAPID: 14811","2025-02-19 10:18:54.047000000"
"MESA\scalvert","Updating Data for - FAPID: 1938","2025-02-19 10:19:14.517000000"
"MESA\scalvert","Viewing Data - FAPID: 10703","2025-02-19 10:20:31.220000000"
"MESA\scalvert","Updating Data for - FAPID: 10703","2025-02-19 10:21:13.767000000"
